CustomerID,TotalSpent,TotalOrders,TotalQuantity,LastPurchase,FirstPurchase,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,AverageOrderValue,CustomerLifetime,Churn
12589,646.68,2,306,2011-11-11 10:19:00,2011-07-18 12:05:00,28,2,646.68,4,2,3,9,Potential Loyal,323.34,115,0
12590,9864.26,2,4283,2011-05-12 14:52:00,2011-05-12 14:46:00,210,2,9864.26,1,2,5,8,Potential Loyal,4932.13,0,1
12591,452.84999999999997,1,228,2011-01-26 14:35:00,2011-01-26 14:35:00,316,1,452.84999999999997,1,1,2,4,Lost,452.84999999999997,0,1
12592,437.6,2,290,2011-09-08 15:04:00,2011-05-10 13:44:00,91,2,437.6,2,2,2,6,At Risk,218.8,121,1
12593,418.09999999999997,3,206,2011-08-23 12:43:00,2011-05-05 09:29:00,108,3,418.09999999999997,2,3,2,7,Potential Loyal,139.36666666666665,110,1
12594,3338.2200000000003,10,1777,2011-11-02 12:20:00,2011-01-21 09:52:00,37,10,3338.2200000000003,3,5,5,13,VIP,333.822,285,0
12596,618.27,2,474,2011-10-19 13:02:00,2011-04-11 13:22:00,50,2,618.27,3,2,3,8,Potential Loyal,309.135,190,0
12597,3811.22,4,2236,2011-11-20 13:33:00,2011-03-16 14:00:00,18,4,3811.22,4,4,5,13,VIP,952.805,248,0
12598,3023.08,8,1964,2011-11-30 12:18:00,2011-02-28 11:58:00,9,8,3023.08,5,5,5,15,VIP,377.885,275,0
12599,1032.58,7,956,2011-11-10 13:34:00,2011-02-08 13:28:00,28,7,1032.58,4,5,4,13,VIP,147.51142857142855,275,0
12600,2599.04,10,774,2011-11-11 10:29:00,2010-12-03 12:57:00,28,10,2599.04,4,5,5,14,VIP,259.904,342,0
12601,577.0600000000001,5,245,2011-06-03 10:17:00,2011-01-11 10:38:00,189,5,577.0600000000001,1,4,3,8,Potential Loyal,115.412,142,1
12602,153.12,1,162,2011-10-12 11:22:00,2011-10-12 11:22:00,58,1,153.12,3,1,1,5,At Risk,153.12,0,0
12603,739.1999999999999,1,63,2011-11-18 10:42:00,2011-11-18 10:42:00,21,1,739.1999999999999,4,1,3,8,Potential Loyal,739.1999999999999,0,0
12604,254.18,2,201,2011-09-21 14:08:00,2011-03-23 12:06:00,78,2,254.18,2,2,2,6,At Risk,127.09,182,0
12607,1579.51,1,1228,2011-10-10 16:06:00,2011-10-10 16:06:00,59,1,1579.51,3,1,4,8,Potential Loyal,1579.51,0,0
12609,1126.85,3,648,2011-09-22 16:34:00,2011-01-25 15:13:00,77,3,1126.85,2,3,4,9,Potential Loyal,375.6166666666666,240,0
12610,2099.54,5,1049,2011-11-17 09:34:00,2011-08-05 13:52:00,22,5,2099.54,4,4,5,13,VIP,419.908,103,0
12611,1193.32,1,846,2011-10-18 13:12:00,2011-10-18 13:12:00,51,1,1193.32,3,1,4,8,Potential Loyal,1193.32,0,0
12612,704.0400000000001,1,262,2011-09-26 15:35:00,2011-09-26 15:35:00,73,1,704.0400000000001,2,1,3,6,At Risk,704.0400000000001,0,0
12613,3344.38,5,1644,2011-10-13 14:59:00,2011-03-22 15:42:00,56,5,3344.38,3,4,5,12,Loyal,668.876,204,0
12614,315.6,1,76,2011-03-07 10:22:00,2011-03-07 10:22:00,277,1,315.6,1,1,2,4,Lost,315.6,0,1
12615,2291.19,4,1376,2011-12-07 15:02:00,2011-06-24 13:35:00,1,4,2291.19,5,4,5,14,VIP,572.7975,166,0
12616,713.3,2,284,2011-09-05 15:17:00,2011-02-15 14:17:00,94,2,713.3,2,2,3,7,Potential Loyal,356.65,202,1
12617,352.98,1,210,2011-11-10 14:39:00,2011-11-10 14:39:00,28,1,352.98,4,1,2,7,Potential Loyal,352.98,0,0
12618,177.31,1,96,2011-11-18 11:10:00,2011-11-18 11:10:00,21,1,177.31,4,1,1,6,At Risk,177.31,0,0
12619,3641.24,9,3378,2011-11-23 14:52:00,2011-03-31 13:10:00,15,9,3641.24,4,5,5,14,VIP,404.5822222222222,237,0
12620,1339.41,3,1181,2011-11-25 10:20:00,2011-05-19 12:10:00,14,3,1339.41,4,3,4,11,Loyal,446.47,189,0
12621,13689.67,20,7440,2011-12-08 11:25:00,2010-12-09 10:16:00,1,20,13689.67,5,5,5,15,VIP,684.4835,364,0
12622,180.1,1,69,2011-04-21 16:39:00,2011-04-21 16:39:00,231,1,180.1,1,1,1,3,Lost,180.1,0,1
12623,305.1,1,191,2011-03-08 13:50:00,2011-03-08 13:50:00,275,1,305.1,1,1,2,4,Lost,305.1,0,1
12624,641.13,2,355,2011-08-25 15:04:00,2011-06-15 12:34:00,105,2,641.13,2,2,3,7,Potential Loyal,320.565,71,1
12625,2683.82,2,1612,2011-05-12 09:54:00,2011-01-24 13:27:00,211,2,2683.82,1,2,5,8,Potential Loyal,1341.91,107,1
12626,6620.48,9,3453,2011-11-16 16:06:00,2011-01-17 11:01:00,22,9,6620.48,4,5,5,14,VIP,735.6088888888888,303,0
12627,4478.53,7,2752,2011-11-29 12:07:00,2011-07-22 13:59:00,10,7,4478.53,5,5,5,15,VIP,639.79,129,0
12628,786.46,3,448,2011-12-05 13:15:00,2011-10-06 09:28:00,3,3,786.46,5,3,3,11,Loyal,262.15333333333336,60,0
12630,1270.88,2,548,2011-11-30 10:48:00,2011-10-27 10:41:00,9,2,1270.88,5,2,4,11,Loyal,635.44,34,0
12631,640.5,1,236,2011-10-13 13:53:00,2011-10-13 13:53:00,56,1,640.5,3,1,3,7,Potential Loyal,640.5,0,0
12633,2163.98,4,1162,2011-10-12 11:40:00,2011-02-25 08:44:00,58,4,2163.98,3,4,5,12,Loyal,540.995,229,0
12635,1689.18,2,1172,2011-09-11 11:04:00,2011-07-08 08:43:00,89,2,1689.18,2,2,4,8,Potential Loyal,844.59,65,0
12637,6002.9,8,2994,2011-10-03 13:46:00,2011-01-20 10:47:00,66,8,6002.9,3,5,5,13,VIP,750.3625,256,0
12638,671.69,1,577,2011-11-06 13:11:00,2011-11-06 13:11:00,32,1,671.69,4,1,3,8,Potential Loyal,671.69,0,0
12639,486.1,1,201,2011-04-15 12:48:00,2011-04-15 12:48:00,238,1,486.1,1,1,2,4,Lost,486.1,0,1
12640,1174.58,3,311,2011-11-16 11:52:00,2011-09-19 12:01:00,23,3,1174.58,4,3,4,11,Loyal,391.52666666666664,57,0
12641,185.9,1,72,2011-08-16 13:26:00,2011-08-16 13:26:00,114,1,185.9,2,1,1,4,Lost,185.9,0,1
12642,1013.26,3,552,2011-11-14 15:03:00,2011-08-24 09:23:00,24,3,1013.26,4,3,4,11,Loyal,337.75333333333333,82,0
12643,3344.64,6,1808,2011-08-03 12:56:00,2011-01-11 11:48:00,127,6,3344.64,2,5,5,12,Loyal,557.4399999999999,204,1
12644,477.91,1,325,2011-08-02 10:33:00,2011-08-02 10:33:00,129,1,477.91,2,1,2,5,At Risk,477.91,0,1
12645,1775.18,4,1084,2011-11-06 12:38:00,2011-01-27 13:08:00,33,4,1775.18,3,4,4,11,Loyal,443.795,282,0
12646,1346.97,2,897,2011-12-05 10:14:00,2011-10-21 12:52:00,4,2,1346.97,5,2,4,11,Loyal,673.485,44,0
12647,3722.82,12,1431,2011-11-17 12:56:00,2010-12-05 14:02:00,21,12,3722.82,4,5,5,14,VIP,310.235,346,0
12648,318.05,1,160,2011-07-08 11:55:00,2011-07-08 11:55:00,154,1,318.05,2,1,2,5,At Risk,318.05,0,1
12649,623.51,3,586,2011-08-24 14:41:00,2011-05-11 14:37:00,106,3,623.51,2,3,3,8,Potential Loyal,207.83666666666667,105,1
12650,314.44,1,254,2011-12-06 16:34:00,2011-12-06 16:34:00,2,1,314.44,5,1,2,8,Potential Loyal,314.44,0,0
12651,114.0,1,78,2011-01-09 12:46:00,2011-01-09 12:46:00,334,1,114.0,1,1,1,3,Lost,114.0,0,1
12652,919.98,1,505,2011-01-12 15:00:00,2011-01-12 15:00:00,330,1,919.98,1,1,3,5,At Risk,919.98,0,1
12653,2209.85,2,919,2011-07-14 10:41:00,2011-02-16 10:53:00,148,2,2209.85,2,2,5,9,Potential Loyal,1104.925,147,1
12654,601.98,5,264,2011-11-29 10:10:00,2011-02-17 13:16:00,10,5,601.98,5,4,3,12,Loyal,120.396,284,0
12656,4051.17,5,1723,2011-11-22 13:42:00,2011-04-20 09:20:00,16,5,4051.17,4,4,5,13,VIP,810.234,216,0
12657,1643.18,4,1044,2011-11-28 15:47:00,2011-09-22 11:40:00,10,4,1643.18,5,4,4,13,VIP,410.795,67,0
12658,686.05,1,320,2011-11-21 10:22:00,2011-11-21 10:22:00,18,1,686.05,4,1,3,8,Potential Loyal,686.05,0,0
12659,91.68,1,105,2011-11-10 11:53:00,2011-11-10 11:53:00,29,1,91.68,4,1,1,6,At Risk,91.68,0,0
12660,245.1,1,127,2011-11-28 13:26:00,2011-11-28 13:26:00,10,1,245.1,5,1,1,7,Potential Loyal,245.1,0,0
12662,3849.78,11,2058,2011-12-09 11:59:00,2010-12-01 13:04:00,0,11,3849.78,5,5,5,15,VIP,349.98,372,0
12664,4881.88,9,1203,2011-12-01 17:07:00,2011-01-21 11:42:00,7,9,4881.88,5,5,5,15,VIP,542.4311111111111,314,0
12665,63.0,1,37,2011-01-19 08:34:00,2011-01-19 08:34:00,324,1,63.0,1,1,1,3,Lost,63.0,0,1
12667,620.13,1,395,2011-10-12 17:00:00,2011-10-12 17:00:00,57,1,620.13,3,1,3,7,Potential Loyal,620.13,0,0
12668,3807.15,4,1634,2011-11-28 10:56:00,2010-12-19 12:46:00,11,4,3807.15,5,4,5,14,VIP,951.7875,343,0
12669,2744.0299999999997,3,1115,2011-07-12 09:54:00,2011-03-28 10:15:00,150,3,2744.0299999999997,2,3,5,10,Loyal,914.6766666666666,105,1
12670,2996.05,5,1397,2011-11-29 15:23:00,2011-04-21 10:16:00,9,5,2996.05,5,4,5,14,VIP,599.21,222,0
12672,225.89999999999998,1,78,2011-01-14 09:20:00,2011-01-14 09:20:00,329,1,225.89999999999998,1,1,1,3,Lost,225.89999999999998,0,1
12673,610.52,2,351,2011-12-04 13:55:00,2011-01-17 11:46:00,4,2,610.52,5,2,3,10,Loyal,305.26,321,0
12674,1970.6,4,1133,2011-11-01 12:12:00,2011-05-16 09:10:00,38,4,1970.6,3,4,4,11,Loyal,492.65,169,0
12676,1331.39,6,670,2011-11-15 12:25:00,2011-02-01 15:41:00,24,6,1331.39,4,5,4,13,VIP,221.89833333333334,286,0
12678,17628.46,12,10923,2011-10-28 13:04:00,2010-12-21 11:00:00,41,12,17628.46,3,5,5,13,VIP,1469.0383333333332,311,0
12679,1113.02,4,554,2011-10-12 12:30:00,2011-03-01 12:26:00,58,4,1113.02,3,4,4,11,Loyal,278.255,225,0
12680,862.81,4,443,2011-12-09 12:50:00,2011-08-18 15:44:00,0,4,862.81,5,4,3,12,Loyal,215.7025,112,0
12681,13787.54,22,7536,2011-11-25 11:33:00,2010-12-07 10:08:00,14,22,13787.54,4,5,5,14,VIP,626.7063636363637,353,0
12682,12279.82,31,5555,2011-12-06 10:00:00,2010-12-03 13:59:00,3,31,12279.82,5,5,5,15,VIP,396.1232258064516,367,0
12683,8476.57,15,4987,2011-12-05 16:31:00,2010-12-09 10:37:00,3,15,8476.57,5,5,5,15,VIP,565.1046666666666,361,0
12684,2283.63,7,1985,2011-12-02 09:53:00,2011-05-10 12:55:00,7,7,2283.63,5,5,5,15,VIP,326.23285714285714,205,0
12685,2863.08,6,1523,2011-11-11 13:46:00,2011-09-07 10:28:00,27,6,2863.08,4,5,5,14,VIP,477.18,65,0
12686,89.14,1,107,2010-12-03 09:51:00,2010-12-03 09:51:00,371,1,89.14,1,1,1,3,Lost,89.14,0,1
12688,4873.8099999999995,1,3028,2011-08-18 08:49:00,2011-08-18 08:49:00,113,1,4873.8099999999995,2,1,5,8,Potential Loyal,4873.8099999999995,0,1
12689,1247.61,2,628,2011-11-14 08:31:00,2011-08-04 10:04:00,25,2,1247.61,4,2,4,10,Loyal,623.805,101,0
12690,389.01,1,106,2011-05-18 09:09:00,2011-05-18 09:09:00,205,1,389.01,1,1,2,4,Lost,389.01,0,1
12691,1035.8,6,394,2011-11-11 16:49:00,2010-12-17 14:46:00,27,6,1035.8,4,5,4,13,VIP,172.63333333333333,329,0
12693,855.91,4,255,2011-08-04 17:51:00,2011-01-24 12:58:00,126,4,855.91,2,4,3,9,Potential Loyal,213.9775,192,1
12694,869.67,2,509,2011-09-30 13:06:00,2011-06-09 17:48:00,69,2,869.67,3,2,3,8,Potential Loyal,434.835,112,0
12695,582.1,4,220,2011-12-02 13:22:00,2011-05-13 13:15:00,6,4,582.1,5,4,3,12,Loyal,145.525,203,0
12697,957.59,3,508,2011-11-11 08:47:00,2011-06-23 15:44:00,28,3,957.59,4,3,4,11,Loyal,319.19666666666666,140,0
12700,4939.99,4,2967,2011-12-02 10:47:00,2011-05-08 16:10:00,7,4,4939.99,5,4,5,14,VIP,1234.9975,207,0
12701,797.71,2,678,2011-09-21 10:47:00,2011-04-11 13:02:00,79,2,797.71,2,2,3,7,Potential Loyal,398.855,162,0
12702,219.0,1,53,2011-11-20 10:36:00,2011-11-20 10:36:00,19,1,219.0,4,1,1,6,At Risk,219.0,0,0
12703,283.55,1,164,2011-09-29 17:52:00,2011-09-29 17:52:00,70,1,283.55,3,1,2,6,At Risk,283.55,0,0
12704,2340.84,8,1006,2011-12-02 13:15:00,2011-06-23 10:20:00,6,8,2340.84,5,5,5,15,VIP,292.605,162,0
12705,6868.29,9,3997,2011-11-24 13:17:00,2010-12-17 15:58:00,14,9,6868.29,4,5,5,14,VIP,763.1433333333333,341,0
12707,603.42,1,256,2011-02-21 08:38:00,2011-02-21 08:38:00,291,1,603.42,1,1,3,5,At Risk,603.42,0,1
12708,2712.91,10,1307,2011-11-10 09:52:00,2010-12-06 10:43:00,29,10,2712.91,4,5,5,14,VIP,271.291,338,0
12709,9706.52,15,3912,2011-11-24 15:38:00,2010-12-08 09:49:00,14,15,9706.52,4,5,5,14,VIP,647.1013333333334,351,0
12710,1149.02,3,851,2011-09-04 12:00:00,2011-05-22 14:05:00,96,3,1149.02,2,3,4,9,Potential Loyal,383.00666666666666,104,1
12712,4396.13,13,1062,2011-11-11 08:19:00,2010-12-03 14:30:00,28,13,4396.13,4,5,5,14,VIP,338.1638461538462,342,0
12713,848.55,1,508,2011-12-09 12:16:00,2011-12-09 12:16:00,0,1,848.55,5,1,3,9,Potential Loyal,848.55,0,0
12714,4708.86,5,3069,2011-11-30 15:43:00,2011-02-18 10:53:00,8,5,4708.86,5,4,5,14,VIP,941.7719999999999,285,0
12715,343.36,1,192,2011-08-25 15:22:00,2011-08-25 15:22:00,105,1,343.36,2,1,2,5,At Risk,343.36,0,1
12716,1053.49,2,708,2011-12-06 08:55:00,2011-07-29 13:28:00,3,2,1053.49,5,2,4,11,Loyal,526.745,129,0
12717,1030.98,2,506,2011-07-11 14:47:00,2011-04-08 10:32:00,150,2,1030.98,2,2,4,8,Potential Loyal,515.49,94,1
12718,238.25,1,203,2011-09-29 16:38:00,2011-09-29 16:38:00,70,1,238.25,3,1,1,5,At Risk,238.25,0,0
12719,644.95,2,374,2011-12-04 13:45:00,2011-10-05 14:50:00,4,2,644.95,5,2,3,10,Loyal,322.475,59,0
12720,5781.73,25,4672,2011-12-07 08:03:00,2010-12-05 15:21:00,2,25,5781.73,5,5,5,15,VIP,231.26919999999998,366,0
12721,2656.13,6,1959,2011-11-08 12:13:00,2010-12-20 11:38:00,31,6,2656.13,4,5,5,14,VIP,442.68833333333333,323,0
12722,997.63,4,566,2011-09-15 14:50:00,2011-07-12 11:55:00,84,4,997.63,2,4,4,10,Loyal,249.4075,65,0
12723,725.07,5,434,2011-12-06 10:19:00,2011-10-05 15:52:00,3,5,725.07,5,4,3,12,Loyal,145.014,61,0
12724,1031.41,4,445,2011-12-04 16:02:00,2011-01-11 15:00:00,4,4,1031.41,5,4,4,13,VIP,257.8525,327,0
12725,427.8,1,164,2010-12-03 15:45:00,2010-12-03 15:45:00,370,1,427.8,1,1,2,4,Lost,427.8,0,1
12726,2609.1,7,3143,2011-11-11 13:35:00,2010-12-17 12:56:00,27,7,2609.1,4,5,5,14,VIP,372.7285714285714,329,0
12727,3980.7,7,2098,2011-11-29 11:46:00,2011-01-23 15:17:00,10,7,3980.7,5,5,5,15,VIP,568.6714285714286,309,0
12728,836.33,4,419,2011-09-29 15:31:00,2011-01-11 13:31:00,70,4,836.33,3,4,3,10,Loyal,209.0825,261,0
12729,453.01,1,233,2011-08-18 11:40:00,2011-08-18 11:40:00,113,1,453.01,2,1,2,5,At Risk,453.01,0,1
12731,18895.91,12,8437,2011-11-16 11:59:00,2010-12-10 10:56:00,23,12,18895.91,4,5,5,14,VIP,1574.6591666666666,341,0
12732,236.26000000000002,1,111,2011-06-13 11:33:00,2011-06-13 11:33:00,179,1,236.26000000000002,1,1,1,3,Lost,236.26000000000002,0,1
12733,383.95,1,137,2011-04-19 16:19:00,2011-04-19 16:19:00,233,1,383.95,1,1,2,4,Lost,383.95,0,1
12734,110.39999999999999,1,88,2010-12-22 12:47:00,2010-12-22 12:47:00,352,1,110.39999999999999,1,1,1,3,Lost,110.39999999999999,0,1
12735,779.5699999999999,2,368,2011-01-28 13:37:00,2011-01-06 14:26:00,314,2,779.5699999999999,1,2,3,6,At Risk,389.78499999999997,21,1
12736,234.0,1,173,2011-01-11 07:57:00,2011-01-11 07:57:00,332,1,234.0,1,1,1,3,Lost,234.0,0,1
12738,155.35,1,148,2010-12-02 18:27:00,2010-12-02 18:27:00,371,1,155.35,1,1,1,3,Lost,155.35,0,1
12739,1013.04,2,486,2011-09-22 13:00:00,2011-09-01 17:45:00,77,2,1013.04,2,2,4,8,Potential Loyal,506.52,20,0
12740,427.6,1,342,2011-10-07 10:44:00,2011-10-07 10:44:00,63,1,427.6,3,1,2,6,At Risk,427.6,0,0
12743,540.13,2,315,2011-07-28 16:21:00,2011-07-28 16:06:00,133,2,540.13,2,2,3,7,Potential Loyal,270.065,0,1
12744,21279.29,7,5241,2011-10-19 11:18:00,2011-01-25 13:26:00,51,7,21279.29,3,5,5,13,VIP,3039.8985714285714,266,0
12747,4196.01,11,1275,2011-12-07 14:34:00,2010-12-05 15:38:00,1,11,4196.01,5,5,5,15,VIP,381.4554545454546,366,0
12748,33053.19,209,25287,2011-12-09 12:20:00,2010-12-01 12:48:00,0,209,33053.19,5,5,5,15,VIP,158.14923444976077,372,0
12749,4090.88,5,1471,2011-12-06 09:56:00,2011-05-10 15:25:00,3,5,4090.88,5,4,5,14,VIP,818.176,209,0
12750,275.88,1,137,2011-08-03 09:13:00,2011-08-03 09:13:00,128,1,275.88,2,1,2,5,At Risk,275.88,0,1
12752,4366.78,1,2262,2011-09-19 13:32:00,2011-09-19 13:32:00,80,1,4366.78,2,1,5,8,Potential Loyal,4366.78,0,0
12753,21429.39,6,11421,2011-11-17 10:52:00,2010-12-12 11:44:00,22,6,21429.39,4,5,5,14,VIP,3571.565,339,0
12754,3010.74,3,6481,2011-04-18 09:00:00,2011-02-04 10:31:00,235,3,3010.74,1,3,5,9,Potential Loyal,1003.5799999999999,72,1
12755,3811.95,2,1491,2011-03-04 12:42:00,2010-12-09 10:44:00,280,2,3811.95,1,2,5,8,Potential Loyal,1905.975,85,1
12756,112.07999999999998,1,144,2011-09-14 09:31:00,2011-09-14 09:31:00,86,1,112.07999999999998,2,1,1,4,Lost,112.07999999999998,0,0
12757,7834.650000000001,13,2395,2011-11-24 12:30:00,2011-05-12 19:01:00,15,13,7834.650000000001,4,5,5,14,VIP,602.6653846153847,195,0
12758,2791.59,2,2135,2011-08-15 10:22:00,2011-03-08 12:05:00,116,2,2791.59,2,2,5,9,Potential Loyal,1395.795,159,1
12759,1531.44,3,902,2011-10-18 14:49:00,2011-03-09 08:09:00,51,3,1531.44,3,3,4,10,Loyal,510.48,223,0
12762,1898.52,2,1227,2011-12-02 10:23:00,2011-11-14 14:23:00,7,2,1898.52,5,2,4,11,Loyal,949.26,17,0
12763,494.08,2,316,2011-07-24 14:12:00,2010-12-05 15:46:00,137,2,494.08,2,2,3,7,Potential Loyal,247.04,230,1
12764,1693.88,1,386,2011-01-27 10:19:00,2011-01-27 10:19:00,316,1,1693.88,1,1,4,6,At Risk,1693.88,0,1
12766,6989.63,7,3646,2011-12-06 08:46:00,2010-12-08 13:53:00,3,7,6989.63,5,5,5,15,VIP,998.5185714285715,362,0
12769,1143.6,1,356,2011-04-15 10:25:00,2011-04-15 10:25:00,238,1,1143.6,1,1,4,6,At Risk,1143.6,0,1
12770,1351.45,1,743,2011-05-13 09:33:00,2011-05-13 09:33:00,210,1,1351.45,1,1,4,6,At Risk,1351.45,0,1
12772,892.47,1,556,2011-10-11 09:19:00,2011-10-11 09:19:00,59,1,892.47,3,1,3,7,Potential Loyal,892.47,0,0
12775,1386.04,5,877,2011-11-22 16:33:00,2011-02-01 13:45:00,16,5,1386.04,4,4,4,12,Loyal,277.20799999999997,294,0
12778,822.23,6,825,2011-11-20 11:30:00,2011-01-31 14:35:00,19,6,822.23,4,5,3,12,Loyal,137.03833333333333,292,0
12779,3981.36,8,2024,2011-11-02 11:43:00,2010-12-03 13:40:00,37,8,3981.36,3,5,5,13,VIP,497.67,333,0
12781,826.74,2,671,2011-10-07 10:37:00,2011-02-28 08:43:00,63,2,826.74,3,2,3,8,Potential Loyal,413.37,221,0
12782,2330.92,5,1086,2011-12-05 09:16:00,2010-12-17 11:30:00,4,5,2330.92,5,4,5,14,VIP,466.184,352,0
12783,2225.91,6,624,2011-12-07 15:56:00,2011-09-25 15:35:00,1,6,2225.91,5,5,5,15,VIP,370.98499999999996,73,0
12784,532.8199999999999,2,280,2011-11-30 15:38:00,2011-11-24 12:53:00,8,2,532.8199999999999,5,2,3,10,Loyal,266.40999999999997,6,0
12785,311.95,1,131,2010-12-10 13:48:00,2010-12-10 13:48:00,363,1,311.95,1,1,2,4,Lost,311.95,0,1
12787,463.66,3,261,2011-11-30 08:44:00,2011-05-31 09:36:00,9,3,463.66,5,3,2,10,Loyal,154.55333333333334,182,0
12789,91.85,1,4,2011-10-05 13:34:00,2011-10-05 13:34:00,64,1,91.85,3,1,1,5,At Risk,91.85,0,0
12790,324.92,1,166,2011-05-31 14:14:00,2011-05-31 14:14:00,191,1,324.92,1,1,2,4,Lost,324.92,0,1
12791,192.60000000000002,1,97,2010-12-01 11:27:00,2010-12-01 11:27:00,373,1,192.60000000000002,1,1,1,3,Lost,192.60000000000002,0,1
12792,400.53999999999996,1,217,2011-03-28 11:36:00,2011-03-28 11:36:00,256,1,400.53999999999996,1,1,2,4,Lost,400.53999999999996,0,1
12793,545.48,2,295,2011-01-09 12:12:00,2010-12-03 15:14:00,334,2,545.48,1,2,3,6,At Risk,272.74,36,1
12794,860.41,2,592,2011-10-17 14:54:00,2011-09-02 12:01:00,52,2,860.41,3,2,3,8,Potential Loyal,430.205,45,0
12795,430.48,1,68,2011-11-21 10:27:00,2011-11-21 10:27:00,18,1,430.48,4,1,2,7,Potential Loyal,430.48,0,0
12797,254.03,1,118,2010-12-09 10:55:00,2010-12-09 10:55:00,365,1,254.03,1,1,2,4,Lost,254.03,0,1
12798,6977.04,3,5256,2011-11-29 15:52:00,2011-06-22 10:11:00,9,3,6977.04,5,3,5,13,VIP,2325.68,160,0
12802,427.58,1,314,2011-06-06 09:36:00,2011-06-06 09:36:00,186,1,427.58,1,1,2,4,Lost,427.58,0,1
12808,483.65000000000003,3,188,2011-11-03 10:05:00,2010-12-06 10:27:00,36,3,483.65000000000003,3,3,2,8,Potential Loyal,161.21666666666667,331,0
12809,489.31,1,220,2011-06-15 10:51:00,2011-06-15 10:51:00,177,1,489.31,2,1,3,6,At Risk,489.31,0,1
12811,514.85,3,230,2011-03-24 09:42:00,2011-02-28 15:39:00,260,3,514.85,1,3,3,7,Potential Loyal,171.61666666666667,23,1
12812,229.64000000000001,1,164,2011-10-26 09:54:00,2011-10-26 09:54:00,44,1,229.64000000000001,3,1,1,5,At Risk,229.64000000000001,0,0
12814,125.92,1,49,2011-08-30 12:11:00,2011-08-30 12:11:00,101,1,125.92,2,1,1,4,Lost,125.92,0,1
12815,1063.46,2,379,2011-07-15 10:21:00,2011-05-25 13:34:00,147,2,1063.46,2,2,4,8,Potential Loyal,531.73,50,1
12816,572.2,2,128,2011-09-05 12:41:00,2011-06-16 13:24:00,95,2,572.2,2,2,3,7,Potential Loyal,286.1,80,1
12817,166.04,1,53,2011-03-03 16:28:00,2011-03-03 16:28:00,280,1,166.04,1,1,1,3,Lost,166.04,0,1
12818,1542.08,1,929,2011-03-23 12:06:00,2011-03-23 12:06:00,261,1,1542.08,1,1,4,6,At Risk,1542.08,0,1
12820,942.34,4,722,2011-12-06 15:12:00,2011-01-17 12:34:00,2,4,942.34,5,4,4,13,VIP,235.585,323,0
12821,92.72,1,70,2011-05-09 15:51:00,2011-05-09 15:51:00,213,1,92.72,1,1,1,3,Lost,92.72,0,1
12822,948.88,2,550,2011-09-30 10:04:00,2011-09-13 13:46:00,70,2,948.88,3,2,4,9,Potential Loyal,474.44,16,0
12823,1759.5,5,230,2011-09-26 07:35:00,2011-02-16 12:15:00,74,5,1759.5,2,4,4,10,Loyal,351.9,221,0
12824,397.12,1,232,2011-10-11 12:49:00,2011-10-11 12:49:00,59,1,397.12,3,1,2,6,At Risk,397.12,0,0
12826,1474.72,7,1058,2011-12-07 10:25:00,2010-12-09 15:21:00,2,7,1474.72,5,5,4,14,VIP,210.67428571428573,362,0
12827,430.15000000000003,3,197,2011-12-04 12:17:00,2011-10-26 15:44:00,5,3,430.15000000000003,5,3,2,10,Loyal,143.38333333333335,38,0
12828,1018.71,6,494,2011-12-07 08:45:00,2011-08-01 16:16:00,2,6,1018.71,5,5,4,14,VIP,169.785,127,0
12829,293.0,2,376,2011-01-07 11:13:00,2010-12-14 14:54:00,336,2,293.0,1,2,2,5,At Risk,146.5,23,1
12830,6814.64,6,9848,2011-11-02 11:54:00,2011-06-21 10:53:00,37,6,6814.64,3,5,5,13,VIP,1135.7733333333333,134,0
12831,215.05,1,135,2011-03-22 13:02:00,2011-03-22 13:02:00,261,1,215.05,1,1,1,3,Lost,215.05,0,1
12832,383.03,2,195,2011-11-07 13:30:00,2011-09-02 13:48:00,31,2,383.03,4,2,2,8,Potential Loyal,191.515,65,0
12833,417.38,1,156,2011-07-17 13:46:00,2011-07-17 13:46:00,144,1,417.38,2,1,2,5,At Risk,417.38,0,1
12834,312.38,1,110,2011-03-02 09:49:00,2011-03-02 09:49:00,282,1,312.38,1,1,2,4,Lost,312.38,0,1
12836,2610.36,4,1062,2011-10-11 15:10:00,2011-02-01 11:19:00,58,4,2610.36,3,4,5,12,Loyal,652.59,252,0
12837,134.1,1,24,2011-06-19 16:07:00,2011-06-19 16:07:00,172,1,134.1,2,1,1,4,Lost,134.1,0,1
12838,671.95,2,355,2011-11-06 12:20:00,2010-12-01 11:57:00,33,2,671.95,3,2,3,8,Potential Loyal,335.975,340,0
12839,5591.42,14,3807,2011-12-07 12:33:00,2010-12-07 15:48:00,2,14,5591.42,5,5,5,15,VIP,399.38714285714286,364,0
12840,2726.77,4,1511,2011-07-19 09:29:00,2011-04-27 12:21:00,143,4,2726.77,2,4,5,11,Loyal,681.6925,82,1
12841,3991.58,25,2720,2011-12-05 11:13:00,2010-12-03 10:43:00,4,25,3991.58,5,5,5,15,VIP,159.6632,367,0
12842,1118.99,2,547,2011-09-30 15:33:00,2011-02-04 12:36:00,69,2,1118.99,3,2,4,9,Potential Loyal,559.495,238,0
12843,1702.26,8,781,2011-10-05 12:09:00,2011-03-20 14:38:00,65,8,1702.26,3,5,4,12,Loyal,212.7825,198,0
